1, 12752.9203, -7436.0000
2, 12752.9203, -7436.0000
3, 8595.0235, -5309.0000
4, 8595.0235, -5309.0000
5, 8870.0462, -6176.0000
6, 9829.7200, -7336.0000
7, 12054.8901, -7425.0000
8, 9087.0585, -6532.0000
9, 9136.3108, -6732.0000
10, 12054.8901, -7425.0000
11, 9188.5623, -6818.0000
12, 9491.4234, -6950.0000
13, 9700.1936, -7141.0000
14, 9652.7581, -7014.0000
15, 8939.5363, -6323.0000
16, 8885.3118, -6196.0000
17, 9188.5623, -6818.0000
18, 9087.0585, -6532.0000
19, 8960.7460, -6417.0000
20, 9733.4630, -7245.0000
21, 9700.1936, -7141.0000
22, 9829.7200, -7336.0000
23, 9136.3108, -6732.0000
24, 8960.7460, -6417.0000
25, 9786.3747, -7316.0000
26, 8957.0805, -6343.0000
27, 9733.4630, -7245.0000
28, 9491.4234, -6950.0000
29, 9633.1799, -6971.0000
30, 8870.0462, -6176.0000
31, 9652.7581, -7014.0000
32, 9515.2110, -6970.0000
33, 8939.5363, -6323.0000
34, 8885.3118, -6196.0000
35, 9786.3747, -7316.0000
36, 8957.0805, -6343.0000
37, 9515.2110, -6970.0000
38, 9633.1799, -6971.0000
39, 12752.9203, -7436.0000
40, 12752.9203, -7436.0000
41, 12752.9203, -7436.0000
42, 12752.9203, -7436.0000
43, 12752.9203, -7436.0000
44, 12752.9203, -7436.0000
45, 12752.9203, -7436.0000
46, 12752.9203, -7436.0000
47, 12752.9203, -7436.0000
48, 12752.9203, -7436.0000
49, 12752.9203, -7436.0000
50, 12752.9203, -7436.0000
51, 12752.9203, -7436.0000
52, 12752.9203, -7436.0000
53, 12752.9203, -7436.0000
54, 12752.9203, -7436.0000
55, 12752.9203, -7436.0000
56, 12752.9203, -7436.0000
57, 12752.9203, -7436.0000
58, 12752.9203, -7436.0000
59, 12752.9203, -7436.0000
60, 12752.9203, -7436.0000
61, 12752.9203, -7436.0000
62, 12752.9203, -7436.0000
63, 12752.9203, -7436.0000
64, 12752.9203, -7436.0000
65, 12752.9203, -7436.0000
66, 12752.9203, -7436.0000
67, 12752.9203, -7436.0000
68, 12752.9203, -7436.0000
69, 12752.9203, -7436.0000
70, 12752.9203, -7436.0000
71, 12752.9203, -7436.0000
72, 12752.9203, -7436.0000
73, 12752.9203, -7436.0000
74, 12752.9203, -7436.0000
75, 12752.9203, -7436.0000
76, 12752.9203, -7436.0000
77, 12752.9203, -7436.0000
78, 12752.9203, -7436.0000
79, 12752.9203, -7436.0000
80, 12752.9203, -7436.0000
81, 12752.9203, -7436.0000
82, 12752.9203, -7436.0000
83, 12752.9203, -7436.0000
84, 12752.9203, -7436.0000
85, 12752.9203, -7436.0000
86, 12752.9203, -7436.0000
87, 12752.9203, -7436.0000
88, 12752.9203, -7436.0000
89, 12752.9203, -7436.0000
90, 12752.9203, -7436.0000
91, 12752.9203, -7436.0000
92, 12752.9203, -7436.0000
93, 12752.9203, -7436.0000
94, 12752.9203, -7436.0000
95, 12752.9203, -7436.0000
96, 12752.9203, -7436.0000
97, 12752.9203, -7436.0000
98, 12752.9203, -7436.0000
99, 12752.9203, -7436.0000
100, 12752.9203, -7436.0000
101, 12752.9203, -7436.0000
102, 12752.9203, -7436.0000
103, 12752.9203, -7436.0000
104, 12752.9203, -7436.0000
105, 12752.9203, -7436.0000
106, 12752.9203, -7436.0000
107, 12752.9203, -7436.0000
108, 12752.9203, -7436.0000
109, 12752.9203, -7436.0000
110, 12752.9203, -7436.0000
111, 12752.9203, -7436.0000
112, 12752.9203, -7436.0000
113, 12752.9203, -7436.0000
114, 12752.9203, -7436.0000
115, 12752.9203, -7436.0000
116, 12752.9203, -7436.0000
117, 12752.9203, -7436.0000
118, 12752.9203, -7436.0000
119, 12752.9203, -7436.0000
120, 12752.9203, -7436.0000
121, 12752.9203, -7436.0000
122, 12752.9203, -7436.0000
123, 12752.9203, -7436.0000
124, 12752.9203, -7436.0000
125, 12752.9203, -7436.0000
126, 12752.9203, -7436.0000
127, 12752.9203, -7436.0000
128, 12752.9203, -7436.0000
129, 12752.9203, -7436.0000
130, 12752.9203, -7436.0000
131, 12752.9203, -7436.0000
132, 12752.9203, -7436.0000
133, 12752.9203, -7436.0000
134, 12752.9203, -7436.0000
135, 12752.9203, -7436.0000
136, 12752.9203, -7436.0000
137, 12752.9203, -7436.0000
138, 12752.9203, -7436.0000
139, 12752.9203, -7436.0000
140, 12752.9203, -7436.0000
141, 12752.9203, -7436.0000
142, 12752.9203, -7436.0000
143, 12752.9203, -7436.0000
