1, 15889.8382, -6445.0000
2, 14124.4711, -6739.0000
3, 34343.3281, -6035.0000
4, 14951.9680, -6465.0000
5, 13929.7145, -6626.0000
6, 29953.6920, -3534.0000
7, 13929.7145, -6626.0000
8, 13929.7145, -6626.0000
9, 14049.1415, -6626.0000
10, 15997.2033, -6324.0000
11, 34146.8994, -4797.0000
12, 13929.7145, -6626.0000
13, 14777.9707, -6626.0000
14, 14235.9812, -6706.0000
15, 14235.9812, -6706.0000
16, 33713.3757, -4505.0000
17, 18120.0511, -6706.0000
18, 13929.7145, -6626.0000
19, 38901.6860, -5943.0000
20, 13929.7145, -6626.0000
21, 14651.5910, -6626.0000
22, 13929.7145, -6626.0000
23, 13929.7145, -6626.0000
24, 14124.4711, -6739.0000
25, 14980.2995, -6626.0000
26, 29150.8642, -4063.0000
27, 36652.3579, -4966.0000
28, 14204.8489, -6626.0000
29, 13929.7145, -6626.0000
30, 38072.5421, -5335.0000
31, 14235.9812, -6706.0000
32, 13929.7145, -6626.0000
33, 15484.9705, -6626.0000
34, 21245.5081, -6445.0000
35, 17476.0074, -6490.0000
36, 14235.9812, -6706.0000
37, 14640.9394, -5645.0000
38, 15547.5606, -6626.0000
39, 13929.7145, -6626.0000
40, 15021.2671, -6739.0000
41, 13929.7145, -6626.0000
42, 13929.7145, -6626.0000
43, 31640.7603, -3544.0000
44, 13929.7145, -6626.0000
45, 15427.6145, -6044.0000
46, 14422.1619, -6626.0000
47, 18382.8505, -6201.0000
48, 35377.4725, -6033.0000
49, 16205.2382, -6626.0000
50, 14204.8489, -6626.0000
51, 14893.3103, -6778.0000
52, 16039.2564, -6706.0000
53, 13899.7136, -5806.0000
54, 14195.9145, -6626.0000
55, 37305.1120, -5079.0000
56, 14204.8489, -6626.0000
57, 14195.9145, -6626.0000
58, 29818.3544, -2959.0000
59, 14195.9145, -6626.0000
60, 13929.7145, -6626.0000
61, 41013.0050, -5710.0000
62, 31135.9718, -3980.0000
63, 32904.4947, -4387.0000
64, 13929.7145, -6626.0000
65, 13929.7145, -6626.0000
66, 40178.2989, -5410.0000
67, 18104.8912, -6626.0000
68, 16174.8324, -6626.0000
69, 13929.7145, -6626.0000
70, 14204.8489, -6626.0000
71, 35087.6338, -5570.0000
72, 36666.5638, -5776.0000
73, 32129.5906, -2593.0000
74, 15452.1337, -6706.0000
75, 13929.7145, -6626.0000
76, 14235.9812, -6706.0000
77, 16226.9852, -7033.0000
78, 35331.9530, -5438.0000
79, 18662.7705, -6289.0000
80, 14448.3306, -6626.0000
81, 33503.8363, -5622.0000
82, 14847.4416, -6628.0000
83, 14628.8183, -6626.0000
84, 15848.3917, -6626.0000
85, 14766.8581, -6626.0000
86, 36615.7584, -5619.0000
87, 14204.8489, -6626.0000
88, 13929.7145, -6626.0000
89, 32904.4947, -4387.0000
90, 37620.0109, -5370.0000
91, 39622.1150, -5611.0000
92, 32321.9070, -5888.0000
93, 29455.8913, -4771.0000
94, 37011.1684, -5565.0000
95, 19091.8336, -6194.0000
96, 14204.8489, -6626.0000
97, 13929.7145, -6626.0000
98, 14204.8489, -6626.0000
99, 35692.0191, -5684.0000
100, 14049.1415, -6626.0000
